pokemon_id,move_id,pokemon_name,move_name
3,290,venusaur,secret-power
3,311,venusaur,weather-ball
3,331,venusaur,bullet-seed
3,335,venusaur,block
3,338,venusaur,frenzy-plant
3,345,venusaur,magical-leaf
3,363,venusaur,natural-gift
3,388,venusaur,worry-seed
3,398,venusaur,poison-jab
3,402,venusaur,seed-bomb
3,412,venusaur,energy-ball
3,414,venusaur,earth-power
3,416,venusaur,giga-impact
3,431,venusaur,rock-climb
3,437,venusaur,leaf-storm
3,438,venusaur,power-whip
3,445,venusaur,captivate
3,447,venusaur,grass-knot
3,474,venusaur,venoshock
3,482,venusaur,sludge-wave
3,491,venusaur,acid-spray
3,496,venusaur,round
3,497,venusaur,echoed-voice
3,520,venusaur,grass-pledge
3,523,venusaur,bulldoze
3,526,venusaur,work-up
3,572,venusaur,petal-blizzard
3,580,venusaur,grassy-terrain
3,590,venusaur,confide
3,707,venusaur,stomping-tantrum
3,803,venusaur,grassy-glide
3,805,venusaur,terrain-pulse
3,851,venusaur,tera-blast
3,885,venusaur,trailblaze
4,5,charmander,mega-punch
4,7,charmander,fire-punch
4,9,charmander,thunder-punch
4,10,charmander,scratch
4,14,charmander,swords-dance
4,15,charmander,cut
4,17,charmander,wing-attack
4,25,charmander,mega-kick
4,29,charmander,headbutt
4,34,charmander,body-slam
4,36,charmander,take-down
4,38,charmander,double-edge
4,43,charmander,leer
4,44,charmander,bite
4,45,charmander,growl
4,46,charmander,roar
4,52,charmander,ember
4,53,charmander,flamethrower
4,66,charmander,submission
4,68,charmander,counter
4,69,charmander,seismic-toss
4,70,charmander,strength
4,82,charmander,dragon-rage
4,83,charmander,fire-spin
4,91,charmander,dig
4,92,charmander,toxic
4,99,charmander,rage
4,102,charmander,mimic
4,104,charmander,double-team
4,108,charmander,smokescreen
4,111,charmander,defense-curl
4,115,charmander,reflect
4,117,charmander,bide
4,126,charmander,fire-blast
4,129,charmander,swift
4,130,charmander,skull-bash
4,154,charmander,fury-swipes
4,156,charmander,rest
4,157,charmander,rock-slide
4,163,charmander,slash
4,164,charmander,substitute
4,173,charmander,snore
4,174,charmander,curse
4,182,charmander,protect
4,184,charmander,scary-face
4,187,charmander,belly-drum
4,189,charmander,mud-slap
4,200,charmander,outrage
4,203,charmander,endure
4,206,charmander,false-swipe
4,207,charmander,swagger
4,210,charmander,fury-cutter
4,213,charmander,attract
4,214,charmander,sleep-talk
4,216,charmander,return
4,218,charmander,frustration
4,223,charmander,dynamic-punch
4,225,charmander,dragon-breath
4,231,charmander,iron-tail
4,232,charmander,metal-claw
4,237,charmander,hidden-power
4,241,charmander,sunny-day
4,242,charmander,crunch
4,246,charmander,ancient-power
4,249,charmander,rock-smash
4,251,charmander,beat-up
4,257,charmander,heat-wave
4,261,charmander,will-o-wisp
4,263,charmander,facade
4,264,charmander,focus-punch
4,270,charmander,helping-hand
4,280,charmander,brick-break
4,290,charmander,secret-power
4,311,charmander,weather-ball
4,314,charmander,air-cutter
4,315,charmander,overheat
4,317,charmander,rock-tomb
4,332,charmander,aerial-ace
4,337,charmander,dragon-claw
4,349,charmander,dragon-dance
4,363,charmander,natural-gift
4,374,charmander,fling
4,394,charmander,flare-blitz
4,406,charmander,dragon-pulse
4,407,charmander,dragon-rush
4,411,charmander,focus-blast
4,421,charmander,shadow-claw
4,424,charmander,fire-fang
4,445,charmander,captivate
4,468,charmander,hone-claws
4,481,charmander,flame-burst
4,488,charmander,flame-charge
4,496,charmander,round
4,497,charmander,echoed-voice
4,510,charmander,incinerate
4,512,charmander,acrobatics
4,517,charmander,inferno
4,519,charmander,fire-pledge
4,525,charmander,dragon-tail
4,526,charmander,work-up
4,590,charmander,confide
4,612,charmander,power-up-punch
4,784,charmander,breaking-swipe
4,851,charmander,tera-blast
4,915,charmander,temper-flare
5,5,charmeleon,mega-punch
5,7,charmeleon,fire-punch
5,9,charmeleon,thunder-punch
5,10,charmeleon,scratch
5,14,charmeleon,swords-dance
5,15,charmeleon,cut
5,25,charmeleon,mega-kick
5,29,charmeleon,headbutt
5,34,charmeleon,body-slam
5,36,charmeleon,take-down
5,38,charmeleon,double-edge
5,43,charmeleon,leer
5,44,charmeleon,bite
5,45,charmeleon,growl
5,46,charmeleon,roar
5,52,charmeleon,ember
5,53,charmeleon,flamethrower
5,66,charmeleon,submission
5,68,charmeleon,counter
5,69,charmeleon,seismic-toss
5,70,charmeleon,strength
5,82,charmeleon,dragon-rage
5,83,charmeleon,fire-spin
5,91,charmeleon,dig
5,92,charmeleon,toxic
5,99,charmeleon,rage
5,102,charmeleon,mimic
5,104,charmeleon,double-team
5,108,charmeleon,smokescreen
5,111,charmeleon,defense-curl
5,115,charmeleon,reflect
5,117,charmeleon,bide
5,126,charmeleon,fire-blast
5,129,charmeleon,swift
5,130,charmeleon,skull-bash
5,154,charmeleon,fury-swipes
5,156,charmeleon,rest
5,157,charmeleon,rock-slide
5,163,charmeleon,slash
5,164,charmeleon,substitute
5,173,charmeleon,snore
5,174,charmeleon,curse
5,182,charmeleon,protect
5,184,charmeleon,scary-face
5,187,charmeleon,belly-drum
5,189,charmeleon,mud-slap
5,200,charmeleon,outrage
5,203,charmeleon,endure
5,206,charmeleon,false-swipe
5,207,charmeleon,swagger
5,210,charmeleon,fury-cutter
5,213,charmeleon,attract
5,214,charmeleon,sleep-talk
5,216,charmeleon,return
5,218,charmeleon,frustration
5,223,charmeleon,dynamic-punch
5,225,charmeleon,dragon-breath
5,231,charmeleon,iron-tail
5,232,charmeleon,metal-claw
5,237,charmeleon,hidden-power
5,241,charmeleon,sunny-day
5,242,charmeleon,crunch
5,246,charmeleon,ancient-power
5,249,charmeleon,rock-smash
5,251,charmeleon,beat-up
5,257,charmeleon,heat-wave
5,261,charmeleon,will-o-wisp
5,263,charmeleon,facade
5,264,charmeleon,focus-punch
5,270,charmeleon,helping-hand
5,280,charmeleon,brick-break
5,290,charmeleon,secret-power
5,311,charmeleon,weather-ball
5,315,charmeleon,overheat
5,317,charmeleon,rock-tomb
5,332,charmeleon,aerial-ace
5,337,charmeleon,dragon-claw
5,349,charmeleon,dragon-dance
5,363,charmeleon,natural-gift
5,374,charmeleon,fling
5,394,charmeleon,flare-blitz
5,406,charmeleon,dragon-pulse
5,407,charmeleon,dragon-rush
5,411,charmeleon,focus-blast
5,421,charmeleon,shadow-claw
5,424,charmeleon,fire-fang
5,445,charmeleon,captivate
5,468,charmeleon,hone-claws
5,481,charmeleon,flame-burst
5,488,charmeleon,flame-charge
5,496,charmeleon,round
5,497,charmeleon,echoed-voice
5,510,charmeleon,incinerate
5,512,charmeleon,acrobatics
5,517,charmeleon,inferno
5,519,charmeleon,fire-pledge
5,525,charmeleon,dragon-tail
5,526,charmeleon,work-up
5,590,charmeleon,confide
5,612,charmeleon,power-up-punch
5,784,charmeleon,breaking-swipe
5,851,charmeleon,tera-blast
5,915,charmeleon,temper-flare
6,5,charizard,mega-punch
6,7,charizard,fire-punch
6,9,charizard,thunder-punch
6,10,charizard,scratch
6,14,charizard,swords-dance
6,15,charizard,cut
6,17,charizard,wing-attack
6,19,charizard,fly
6,25,charizard,mega-kick
6,29,charizard,headbutt
6,34,charizard,body-slam
6,36,charizard,take-down
6,38,charizard,double-edge
6,43,charizard,leer
6,44,charizard,bite
6,45,charizard,growl
6,46,charizard,roar
6,52,charizard,ember
6,53,charizard,flamethrower
6,63,charizard,hyper-beam
6,66,charizard,submission
6,68,charizard,counter
6,69,charizard,seismic-toss
6,70,charizard,strength
6,76,charizard,solar-beam
6,82,charizard,dragon-rage
6,83,charizard,fire-spin
6,89,charizard,earthquake
6,90,charizard,fissure
6,91,charizard,dig
6,92,charizard,toxic
6,99,charizard,rage
6,102,charizard,mimic
6,104,charizard,double-team
6,108,charizard,smokescreen
6,111,charizard,defense-curl
6,115,charizard,reflect
6,117,charizard,bide
6,126,charizard,fire-blast
6,129,charizard,swift
6,130,charizard,skull-bash
6,154,charizard,fury-swipes
6,156,charizard,rest
6,157,charizard,rock-slide
6,163,charizard,slash
6,164,charizard,substitute
6,173,charizard,snore
6,174,charizard,curse
6,182,charizard,protect
6,184,charizard,scary-face
6,187,charizard,belly-drum
6,189,charizard,mud-slap
6,200,charizard,outrage
6,201,charizard,sandstorm
6,203,charizard,endure
6,206,charizard,false-swipe
6,207,charizard,swagger
6,210,charizard,fury-cutter
6,211,charizard,steel-wing
6,213,charizard,attract
6,214,charizard,sleep-talk
6,216,charizard,return
6,218,charizard,frustration
6,223,charizard,dynamic-punch
6,225,charizard,dragon-breath
6,231,charizard,iron-tail
6,232,charizard,metal-claw
6,237,charizard,hidden-power
6,239,charizard,twister
6,241,charizard,sunny-day
6,242,charizard,crunch
6,246,charizard,ancient-power
6,249,charizard,rock-smash
6,251,charizard,beat-up
6,257,charizard,heat-wave
6,261,charizard,will-o-wisp
6,263,charizard,facade
6,264,charizard,focus-punch
6,270,charizard,helping-hand
6,280,charizard,brick-break
6,290,charizard,secret-power
6,299,charizard,blaze-kick
6,307,charizard,blast-burn
6,311,charizard,weather-ball
6,314,charizard,air-cutter
6,315,charizard,overheat
6,317,charizard,rock-tomb
6,332,charizard,aerial-ace
6,337,charizard,dragon-claw
6,349,charizard,dragon-dance
6,355,charizard,roost
6,363,charizard,natural-gift
6,366,charizard,tailwind
6,374,charizard,fling
6,394,charizard,flare-blitz
6,403,charizard,air-slash
6,406,charizard,dragon-pulse
6,407,charizard,dragon-rush
6,411,charizard,focus-blast
6,416,charizard,giga-impact
6,421,charizard,shadow-claw
6,424,charizard,fire-fang
6,432,charizard,defog
6,445,charizard,captivate
6,466,charizard,ominous-wind
6,468,charizard,hone-claws
6,481,charizard,flame-burst
6,488,charizard,flame-charge
6,496,charizard,round
6,497,charizard,echoed-voice
6,507,charizard,sky-drop
6,510,charizard,incinerate
6,512,charizard,acrobatics
6,517,charizard,inferno
6,519,charizard,fire-pledge
6,523,charizard,bulldoze
6,525,charizard,dragon-tail
6,526,charizard,work-up
6,535,charizard,heat-crash
6,542,charizard,hurricane
6,590,charizard,confide
6,595,charizard,mystical-fire
6,612,charizard,power-up-punch
6,693,charizard,brutal-swing
6,784,charizard,breaking-swipe
6,799,charizard,scale-shot
6,814,charizard,dual-wingbeat
6,815,charizard,scorching-sands
6,851,charizard,tera-blast
6,913,charizard,dragon-cheer
6,915,charizard,temper-flare
7,5,squirtle,mega-punch
7,8,squirtle,ice-punch
7,25,squirtle,mega-kick
7,29,squirtle,headbutt
7,33,squirtle,tackle
7,34,squirtle,body-slam
7,36,squirtle,take-down
7,38,squirtle,double-edge
7,39,squirtle,tail-whip
7,44,squirtle,bite
7,54,squirtle,mist
7,55,squirtle,water-gun
7,56,squirtle,hydro-pump
7,57,squirtle,surf
7,58,squirtle,ice-beam
7,59,squirtle,blizzard
7,61,squirtle,bubble-beam
7,66,squirtle,submission
7,68,squirtle,counter
7,69,squirtle,seismic-toss
7,70,squirtle,strength
7,91,squirtle,dig
7,92,squirtle,toxic
7,93,squirtle,confusion
7,99,squirtle,rage
7,102,squirtle,mimic
7,104,squirtle,double-team
7,110,squirtle,withdraw
7,111,squirtle,defense-curl
7,114,squirtle,haze
7,115,squirtle,reflect
7,117,squirtle,bide
7,127,squirtle,waterfall
7,130,squirtle,skull-bash
7,145,squirtle,bubble
7,156,squirtle,rest
7,157,squirtle,rock-slide
7,164,squirtle,substitute
7,173,squirtle,snore
7,174,squirtle,curse
7,175,squirtle,flail
7,182,squirtle,protect
7,189,squirtle,mud-slap
7,193,squirtle,foresight
7,196,squirtle,icy-wind
7,200,squirtle,outrage
7,203,squirtle,endure
7,205,squirtle,rollout
7,206,squirtle,false-swipe
7,207,squirtle,swagger
7,213,squirtle,attract
7,214,squirtle,sleep-talk
7,216,squirtle,return
7,218,squirtle,frustration
7,223,squirtle,dynamic-punch
7,229,squirtle,rapid-spin
7,231,squirtle,iron-tail
7,237,squirtle,hidden-power
7,240,squirtle,rain-dance
7,243,squirtle,mirror-coat
7,249,squirtle,rock-smash
7,250,squirtle,whirlpool
7,252,squirtle,fake-out
7,258,squirtle,hail
7,263,squirtle,facade
7,264,squirtle,focus-punch
7,270,squirtle,helping-hand
7,280,squirtle,brick-break
7,281,squirtle,yawn
7,287,squirtle,refresh
7,290,squirtle,secret-power
7,291,squirtle,dive
7,300,squirtle,mud-sport
7,311,squirtle,weather-ball
7,317,squirtle,rock-tomb
7,323,squirtle,water-spout
7,330,squirtle,muddy-water
7,334,squirtle,iron-defense
7,341,squirtle,mud-shot
7,352,squirtle,water-pulse
7,360,squirtle,gyro-ball
7,362,squirtle,brine
7,363,squirtle,natural-gift
7,374,squirtle,fling
7,392,squirtle,aqua-ring
7,396,squirtle,aura-sphere
7,401,squirtle,aqua-tail
7,406,squirtle,dragon-pulse
7,428,squirtle,zen-headbutt
7,445,squirtle,captivate
7,453,squirtle,aqua-jet
7,496,squirtle,round
7,503,squirtle,scald
7,504,squirtle,shell-smash
7,518,squirtle,water-pledge
7,526,squirtle,work-up
7,590,squirtle,confide
7,612,squirtle,power-up-punch
7,710,squirtle,liquidation
7,791,squirtle,life-dew
7,812,squirtle,flip-turn
7,834,squirtle,wave-crash
7,851,squirtle,tera-blast
7,861,squirtle,ice-spinner
7,886,squirtle,chilling-water
8,5,wartortle,mega-punch
8,8,wartortle,ice-punch
8,25,wartortle,mega-kick
8,29,wartortle,headbutt
8,33,wartortle,tackle
8,34,wartortle,body-slam
8,36,wartortle,take-down
8,38,wartortle,double-edge
8,39,wartortle,tail-whip
8,44,wartortle,bite
8,54,wartortle,mist
8,55,wartortle,water-gun
8,56,wartortle,hydro-pump
8,57,wartortle,surf
8,58,wartortle,ice-beam
8,59,wartortle,blizzard
8,61,wartortle,bubble-beam
8,66,wartortle,submission
8,68,wartortle,counter
8,69,wartortle,seismic-toss
8,70,wartortle,strength
8,91,wartortle,dig
8,92,wartortle,toxic
8,99,wartortle,rage
8,102,wartortle,mimic
8,104,wartortle,double-team
8,110,wartortle,withdraw
8,111,wartortle,defense-curl
8,114,wartortle,haze
8,115,wartortle,reflect
8,117,wartortle,bide
8,127,wartortle,waterfall
8,130,wartortle,skull-bash
8,145,wartortle,bubble
8,156,wartortle,rest
8,157,wartortle,rock-slide
8,164,wartortle,substitute
8,173,wartortle,snore
8,174,wartortle,curse
8,175,wartortle,flail
8,182,wartortle,protect
8,189,wartortle,mud-slap
8,196,wartortle,icy-wind
8,200,wartortle,outrage
8,203,wartortle,endure
8,205,wartortle,rollout
8,206,wartortle,false-swipe
8,207,wartortle,swagger
8,213,wartortle,attract
8,214,wartortle,sleep-talk
8,216,wartortle,return
8,218,wartortle,frustration
8,223,wartortle,dynamic-punch
8,229,wartortle,rapid-spin
8,231,wartortle,iron-tail
8,237,wartortle,hidden-power
8,240,wartortle,rain-dance
8,243,wartortle,mirror-coat
8,249,wartortle,rock-smash
8,250,wartortle,whirlpool
8,252,wartortle,fake-out
8,258,wartortle,hail
8,263,wartortle,facade
8,264,wartortle,focus-punch
8,270,wartortle,helping-hand
8,280,wartortle,brick-break
8,281,wartortle,yawn
8,290,wartortle,secret-power
8,291,wartortle,dive
8,311,wartortle,weather-ball
8,317,wartortle,rock-tomb
8,323,wartortle,water-spout
8,330,wartortle,muddy-water
8,334,wartortle,iron-defense
8,341,wartortle,mud-shot
8,352,wartortle,water-pulse
8,360,wartortle,gyro-ball
8,362,wartortle,brine
8,363,wartortle,natural-gift
8,374,wartortle,fling
8,392,wartortle,aqua-ring
8,396,wartortle,aura-sphere
8,401,wartortle,aqua-tail
8,406,wartortle,dragon-pulse
8,428,wartortle,zen-headbutt
8,445,wartortle,captivate
8,453,wartortle,aqua-jet
8,496,wartortle,round
8,503,wartortle,scald
8,504,wartortle,shell-smash
8,518,wartortle,water-pledge
8,526,wartortle,work-up
8,590,wartortle,confide
8,612,wartortle,power-up-punch
8,710,wartortle,liquidation
8,791,wartortle,life-dew
8,812,wartortle,flip-turn
8,834,wartortle,wave-crash
8,851,wartortle,tera-blast
8,861,wartortle,ice-spinner
8,886,wartortle,chilling-water
9,5,blastoise,mega-punch
9,8,blastoise,ice-punch
9,25,blastoise,mega-kick
9,29,blastoise,headbutt
9,33,blastoise,tackle
9,34,blastoise,body-slam
9,36,blastoise,take-down
9,38,blastoise,double-edge
9,39,blastoise,tail-whip
9,44,blastoise,bite
9,46,blastoise,roar
9,54,blastoise,mist
9,55,blastoise,water-gun
9,56,blastoise,hydro-pump
9,57,blastoise,surf
9,58,blastoise,ice-beam
9,59,blastoise,blizzard
9,61,blastoise,bubble-beam
9,63,blastoise,hyper-beam
9,66,blastoise,submission
9,68,blastoise,counter
9,69,blastoise,seismic-toss
9,70,blastoise,strength
9,89,blastoise,earthquake
9,90,blastoise,fissure
9,91,blastoise,dig
9,92,blastoise,toxic
9,99,blastoise,rage
9,102,blastoise,mimic
9,104,blastoise,double-team
9,110,blastoise,withdraw
9,111,blastoise,defense-curl
9,114,blastoise,haze
9,115,blastoise,reflect
9,117,blastoise,bide
9,127,blastoise,waterfall
9,130,blastoise,skull-bash
9,145,blastoise,bubble
9,156,blastoise,rest
9,157,blastoise,rock-slide
9,164,blastoise,substitute
9,173,blastoise,snore
9,174,blastoise,curse
9,175,blastoise,flail
9,182,blastoise,protect
9,184,blastoise,scary-face
9,189,blastoise,mud-slap
9,196,blastoise,icy-wind
9,200,blastoise,outrage
9,203,blastoise,endure
9,205,blastoise,rollout
9,206,blastoise,false-swipe
9,207,blastoise,swagger
9,213,blastoise,attract
9,214,blastoise,sleep-talk
9,216,blastoise,return
9,218,blastoise,frustration
9,223,blastoise,dynamic-punch
9,229,blastoise,rapid-spin
9,231,blastoise,iron-tail
9,237,blastoise,hidden-power
9,240,blastoise,rain-dance
9,242,blastoise,crunch
9,243,blastoise,mirror-coat
9,249,blastoise,rock-smash
9,250,blastoise,whirlpool
9,252,blastoise,fake-out
9,258,blastoise,hail
9,263,blastoise,facade
9,264,blastoise,focus-punch
9,270,blastoise,helping-hand
9,280,blastoise,brick-break
9,281,blastoise,yawn
9,290,blastoise,secret-power
9,291,blastoise,dive
9,308,blastoise,hydro-cannon
9,311,blastoise,weather-ball
9,317,blastoise,rock-tomb
9,323,blastoise,water-spout
9,324,blastoise,signal-beam
9,330,blastoise,muddy-water
9,334,blastoise,iron-defense
9,341,blastoise,mud-shot
9,352,blastoise,water-pulse
9,360,blastoise,gyro-ball
9,362,blastoise,brine
9,363,blastoise,natural-gift
9,374,blastoise,fling
9,392,blastoise,aqua-ring
9,396,blastoise,aura-sphere
9,399,blastoise,dark-pulse
9,401,blastoise,aqua-tail
9,406,blastoise,dragon-pulse
9,411,blastoise,focus-blast
9,416,blastoise,giga-impact
9,419,blastoise,avalanche
9,428,blastoise,zen-headbutt
9,430,blastoise,flash-cannon
9,431,blastoise,rock-climb
9,442,blastoise,iron-head
9,445,blastoise,captivate
9,453,blastoise,aqua-jet
9,479,blastoise,smack-down
9,496,blastoise,round
9,503,blastoise,scald
9,504,blastoise,shell-smash
9,518,blastoise,water-pledge
9,523,blastoise,bulldoze
9,525,blastoise,dragon-tail
9,526,blastoise,work-up
9,590,blastoise,confide
9,612,blastoise,power-up-punch
9,710,blastoise,liquidation
9,776,blastoise,body-press
9,791,blastoise,life-dew
9,805,blastoise,terrain-pulse
9,812,blastoise,flip-turn
9,834,blastoise,wave-crash
9,851,blastoise,tera-blast
9,861,blastoise,ice-spinner
9,886,blastoise,chilling-water
10,33,caterpie,tackle
10,81,caterpie,string-shot
10,173,caterpie,snore
10,450,caterpie,bug-bite
10,527,caterpie,electroweb
11,81,metapod,string-shot
11,106,metapod,harden
11,334,metapod,iron-defense
11,450,metapod,bug-bite
11,527,metapod,electroweb
12,13,butterfree,razor-wind
12,16,butterfree,gust
12,18,butterfree,whirlwind
12,29,butterfree,headbutt
12,33,butterfree,tackle
12,36,butterfree,take-down
12,38,butterfree,double-edge
12,48,butterfree,supersonic
12,60,butterfree,psybeam
12,63,butterfree,hyper-beam
12,72,butterfree,mega-drain
12,76,butterfree,solar-beam
12,77,butterfree,poison-powder
12,78,butterfree,stun-spore
12,79,butterfree,sleep-powder
12,81,butterfree,string-shot
12,92,butterfree,toxic
12,93,butterfree,confusion
12,94,butterfree,psychic
12,99,butterfree,rage
12,100,butterfree,teleport
12,102,butterfree,mimic
12,104,butterfree,double-team
12,106,butterfree,harden
12,115,butterfree,reflect
12,117,butterfree,bide
12,129,butterfree,swift
12,138,butterfree,dream-eater
12,148,butterfree,flash
12,149,butterfree,psywave
12,156,butterfree,rest
12,164,butterfree,substitute
12,168,butterfree,thief
12,171,butterfree,nightmare
12,173,butterfree,snore
12,174,butterfree,curse
12,182,butterfree,protect
12,202,butterfree,giga-drain
12,203,butterfree,endure
12,207,butterfree,swagger
12,213,butterfree,attract
