pokemon_id,region_id,pokemon_name,region_name
7,24,squirtle,y
7,29,squirtle,ultra-sun
7,16,squirtle,soulsilver
7,11,squirtle,leafgreen
8,23,wartortle,x
8,24,wartortle,y
8,36,wartortle,the-crown-tundra-sword
8,51,wartortle,the-crown-tundra-shield
9,50,blastoise,the-isle-of-armor-shield
9,35,blastoise,the-isle-of-armor-sword
10,27,caterpie,sun
10,44,caterpie,red-japan
10,32,caterpie,lets-go-eevee
10,2,caterpie,blue
10,11,caterpie,leafgreen
10,1,caterpie,red
10,45,caterpie,green-japan
10,14,caterpie,platinum
10,24,caterpie,y
10,13,caterpie,pearl
10,30,caterpie,ultra-moon
10,12,caterpie,diamond
10,31,caterpie,lets-go-pikachu
10,3,caterpie,yellow
10,15,caterpie,heartgold
10,23,caterpie,x
10,33,caterpie,sword
10,4,caterpie,gold
10,34,caterpie,shield
10,28,caterpie,moon
10,6,caterpie,crystal
10,10,caterpie,firered
10,29,caterpie,ultra-sun
10,16,caterpie,soulsilver
11,27,metapod,sun
11,44,metapod,red-japan
11,32,metapod,lets-go-eevee
11,2,metapod,blue
11,11,metapod,leafgreen
11,1,metapod,red
11,45,metapod,green-japan
11,14,metapod,platinum
11,24,metapod,y
11,18,metapod,white
11,13,metapod,pearl
11,30,metapod,ultra-moon
11,12,metapod,diamond
11,31,metapod,lets-go-pikachu
11,3,metapod,yellow
11,15,metapod,heartgold
11,33,metapod,sword
11,34,metapod,shield
11,4,metapod,gold
11,28,metapod,moon
11,6,metapod,crystal
11,10,metapod,firered
11,29,metapod,ultra-sun
11,16,metapod,soulsilver
12,31,butterfree,lets-go-pikachu
12,15,butterfree,heartgold
12,33,butterfree,sword
12,34,butterfree,shield
12,4,butterfree,gold
12,23,butterfree,x
12,27,butterfree,sun
12,29,butterfree,ultra-sun
12,18,butterfree,white
12,28,butterfree,moon
12,6,butterfree,crystal
12,30,butterfree,ultra-moon
12,20,butterfree,xd
12,24,butterfree,y
12,36,butterfree,the-crown-tundra-sword
12,22,butterfree,white-2
12,16,butterfree,soulsilver
12,51,butterfree,the-crown-tundra-shield
13,31,weedle,lets-go-pikachu
13,1,weedle,red
13,15,weedle,heartgold
13,23,weedle,x
13,44,weedle,red-japan
13,32,weedle,lets-go-eevee
13,2,weedle,blue
13,5,weedle,silver
13,45,weedle,green-japan
13,14,weedle,platinum
13,6,weedle,crystal
13,13,weedle,pearl
13,10,weedle,firered
13,12,weedle,diamond
13,24,weedle,y
13,16,weedle,soulsilver
13,11,weedle,leafgreen
14,31,kakuna,lets-go-pikachu
14,1,kakuna,red
14,15,kakuna,heartgold
14,23,kakuna,x
14,44,kakuna,red-japan
14,32,kakuna,lets-go-eevee
14,2,kakuna,blue
14,5,kakuna,silver
14,45,kakuna,green-japan
14,14,kakuna,platinum
14,13,kakuna,pearl
14,6,kakuna,crystal
14,10,kakuna,firered
14,17,kakuna,black
14,12,kakuna,diamond
14,24,kakuna,y
14,16,kakuna,soulsilver
14,11,kakuna,leafgreen
15,15,beedrill,heartgold
15,32,beedrill,lets-go-eevee
15,5,beedrill,silver
15,6,beedrill,crystal
15,21,beedrill,black-2
15,30,beedrill,ultra-moon
15,20,beedrill,xd
15,29,beedrill,ultra-sun
15,16,beedrill,soulsilver
15,17,beedrill,black
16,44,pidgey,red-japan
16,32,pidgey,lets-go-eevee
16,2,pidgey,blue
16,11,pidgey,leafgreen
16,1,pidgey,red
16,5,pidgey,silver
16,45,pidgey,green-japan
16,14,pidgey,platinum
16,24,pidgey,y
16,13,pidgey,pearl
16,12,pidgey,diamond
16,31,pidgey,lets-go-pikachu
16,3,pidgey,yellow
16,15,pidgey,heartgold
16,23,pidgey,x
16,4,pidgey,gold
16,6,pidgey,crystal
16,10,pidgey,firered
16,16,pidgey,soulsilver
17,31,pidgeotto,lets-go-pikachu
17,3,pidgeotto,yellow
17,15,pidgeotto,heartgold
17,1,pidgeotto,red
17,4,pidgeotto,gold
17,44,pidgeotto,red-japan
17,32,pidgeotto,lets-go-eevee
17,2,pidgeotto,blue
17,5,pidgeotto,silver
17,45,pidgeotto,green-japan
17,6,pidgeotto,crystal
17,10,pidgeotto,firered
17,20,pidgeotto,xd
17,16,pidgeotto,soulsilver
17,11,pidgeotto,leafgreen
18,31,pidgeot,lets-go-pikachu
18,32,pidgeot,lets-go-eevee
18,29,pidgeot,ultra-sun
18,30,pidgeot,ultra-moon
19,44,rattata,red-japan
19,32,rattata,lets-go-eevee
19,2,rattata,blue
19,21,rattata,black-2
19,11,rattata,leafgreen
19,1,rattata,red
19,5,rattata,silver
19,45,rattata,green-japan
19,14,rattata,platinum
19,22,rattata,white-2
19,13,rattata,pearl
19,30,rattata,ultra-moon
19,12,rattata,diamond
19,31,rattata,lets-go-pikachu
19,3,rattata,yellow
19,15,rattata,heartgold
19,4,rattata,gold
19,6,rattata,crystal
19,10,rattata,firered
19,29,rattata,ultra-sun
19,16,rattata,soulsilver
20,44,raticate,red-japan
20,32,raticate,lets-go-eevee
20,2,raticate,blue
20,21,raticate,black-2
20,17,raticate,black
20,11,raticate,leafgreen
20,1,raticate,red
20,5,raticate,silver
20,45,raticate,green-japan
20,14,raticate,platinum
20,22,raticate,white-2
20,18,raticate,white
20,13,raticate,pearl
20,30,raticate,ultra-moon
20,12,raticate,diamond
20,31,raticate,lets-go-pikachu
20,3,raticate,yellow
20,15,raticate,heartgold
20,4,raticate,gold
20,6,raticate,crystal
20,10,raticate,firered
20,20,raticate,xd
20,16,raticate,soulsilver
21,27,spearow,sun
21,44,spearow,red-japan
21,32,spearow,lets-go-eevee
21,2,spearow,blue
21,11,spearow,leafgreen
21,1,spearow,red
21,5,spearow,silver
21,45,spearow,green-japan
21,14,spearow,platinum
21,24,spearow,y
21,13,spearow,pearl
21,30,spearow,ultra-moon
21,12,spearow,diamond
21,20,spearow,xd
21,31,spearow,lets-go-pikachu
21,3,spearow,yellow
21,15,spearow,heartgold
21,23,spearow,x
21,4,spearow,gold
21,28,spearow,moon
21,6,spearow,crystal
21,10,spearow,firered
21,29,spearow,ultra-sun
21,16,spearow,soulsilver
22,27,fearow,sun
22,44,fearow,red-japan
22,32,fearow,lets-go-eevee
22,2,fearow,blue
22,17,fearow,black
22,11,fearow,leafgreen
22,1,fearow,red
22,5,fearow,silver
22,45,fearow,green-japan
22,14,fearow,platinum
22,24,fearow,y
22,18,fearow,white
22,13,fearow,pearl
22,30,fearow,ultra-moon
22,12,fearow,diamond
22,31,fearow,lets-go-pikachu
22,3,fearow,yellow
22,15,fearow,heartgold
22,23,fearow,x
22,4,fearow,gold
22,28,fearow,moon
22,6,fearow,crystal
22,10,fearow,firered
22,29,fearow,ultra-sun
22,16,fearow,soulsilver
23,1,ekans,red
23,23,ekans,x
23,15,ekans,heartgold
23,4,ekans,gold
23,44,ekans,red-japan
23,32,ekans,lets-go-eevee
23,5,ekans,silver
23,14,ekans,platinum
23,6,ekans,crystal
23,13,ekans,pearl
23,10,ekans,firered
23,30,ekans,ultra-moon
23,12,ekans,diamond
23,24,ekans,y
23,29,ekans,ultra-sun
23,16,ekans,soulsilver
24,1,arbok,red
24,23,arbok,x
24,15,arbok,heartgold
24,44,arbok,red-japan
24,5,arbok,silver
24,14,arbok,platinum
24,6,arbok,crystal
24,13,arbok,pearl
24,10,arbok,firered
24,30,arbok,ultra-moon
24,12,arbok,diamond
24,24,arbok,y
24,29,arbok,ultra-sun
24,20,arbok,xd
24,16,arbok,soulsilver
25,27,pikachu,sun
25,44,pikachu,red-japan
25,32,pikachu,lets-go-eevee
25,2,pikachu,blue
25,46,pikachu,blue-japan
25,11,pikachu,leafgreen
25,1,pikachu,red
25,25,pikachu,omega-ruby
25,50,pikachu,the-isle-of-armor-shield
25,5,pikachu,silver
25,45,pikachu,green-japan
25,14,pikachu,platinum
25,7,pikachu,ruby
25,24,pikachu,y
25,35,pikachu,the-isle-of-armor-sword
25,13,pikachu,pearl
25,30,pikachu,ultra-moon
25,12,pikachu,diamond
25,31,pikachu,lets-go-pikachu
25,3,pikachu,yellow
25,15,pikachu,heartgold
25,23,pikachu,x
25,33,pikachu,sword
25,4,pikachu,gold
25,34,pikachu,shield
25,9,pikachu,emerald
25,28,pikachu,moon
25,6,pikachu,crystal
25,26,pikachu,alpha-sapphire
25,10,pikachu,firered
25,8,pikachu,sapphire
25,29,pikachu,ultra-sun
25,16,pikachu,soulsilver
26,1,raichu,red
26,33,raichu,sword
26,34,raichu,shield
26,44,raichu,red-japan
26,50,raichu,the-isle-of-armor-shield
26,2,raichu,blue
26,35,raichu,the-isle-of-armor-sword
26,45,raichu,green-japan
26,36,raichu,the-crown-tundra-sword
26,51,raichu,the-crown-tundra-shield
27,2,sandshrew,blue
27,21,sandshrew,black-2
27,11,sandshrew,leafgreen
27,25,sandshrew,omega-ruby
27,50,sandshrew,the-isle-of-armor-shield
27,5,sandshrew,silver
27,45,sandshrew,green-japan
27,14,sandshrew,platinum
27,7,sandshrew,ruby
27,24,sandshrew,y
27,22,sandshrew,white-2
27,35,sandshrew,the-isle-of-armor-sword
27,13,sandshrew,pearl
27,12,sandshrew,diamond
27,31,sandshrew,lets-go-pikachu
27,3,sandshrew,yellow
27,15,sandshrew,heartgold
27,23,sandshrew,x
27,4,sandshrew,gold
27,9,sandshrew,emerald
27,6,sandshrew,crystal
27,26,sandshrew,alpha-sapphire
27,8,sandshrew,sapphire
27,20,sandshrew,xd
27,16,sandshrew,soulsilver
28,2,sandslash,blue
28,21,sandslash,black-2
28,36,sandslash,the-crown-tundra-sword
28,17,sandslash,black
28,11,sandslash,leafgreen
28,50,sandslash,the-isle-of-armor-shield
28,45,sandslash,green-japan
28,14,sandslash,platinum
28,24,sandslash,y
28,22,sandslash,white-2
28,18,sandslash,white
28,35,sandslash,the-isle-of-armor-sword
28,13,sandslash,pearl
28,12,sandslash,diamond
28,3,sandslash,yellow
28,15,sandslash,heartgold
28,23,sandslash,x
28,4,sandslash,gold
28,6,sandslash,crystal
28,16,sandslash,soulsilver
28,51,sandslash,the-crown-tundra-shield
29,44,nidoran-f,red-japan
29,32,nidoran-f,lets-go-eevee
29,2,nidoran-f,blue
29,36,nidoran-f,the-crown-tundra-sword
29,21,nidoran-f,black-2
29,11,nidoran-f,leafgreen
29,1,nidoran-f,red
29,5,nidoran-f,silver
29,45,nidoran-f,green-japan
29,14,nidoran-f,platinum
29,24,nidoran-f,y
29,22,nidoran-f,white-2
29,13,nidoran-f,pearl
29,12,nidoran-f,diamond
29,31,nidoran-f,lets-go-pikachu
29,3,nidoran-f,yellow
29,15,nidoran-f,heartgold
29,23,nidoran-f,x
29,4,nidoran-f,gold
29,6,nidoran-f,crystal
29,10,nidoran-f,firered
29,16,nidoran-f,soulsilver
29,51,nidoran-f,the-crown-tundra-shield
30,44,nidorina,red-japan
30,32,nidorina,lets-go-eevee
30,2,nidorina,blue
30,36,nidorina,the-crown-tundra-sword
30,11,nidorina,leafgreen
30,1,nidorina,red
30,5,nidorina,silver
30,45,nidorina,green-japan
30,14,nidorina,platinum
30,24,nidorina,y
30,13,nidorina,pearl
30,12,nidorina,diamond
30,31,nidorina,lets-go-pikachu
30,3,nidorina,yellow
30,15,nidorina,heartgold
30,23,nidorina,x
30,4,nidorina,gold
30,6,nidorina,crystal
30,10,nidorina,firered
30,16,nidorina,soulsilver
30,51,nidorina,the-crown-tundra-shield
31,31,nidoqueen,lets-go-pikachu
31,32,nidoqueen,lets-go-eevee
31,36,nidoqueen,the-crown-tundra-sword
31,51,nidoqueen,the-crown-tundra-shield
32,44,nidoran-m,red-japan
32,32,nidoran-m,lets-go-eevee
32,2,nidoran-m,blue
32,36,nidoran-m,the-crown-tundra-sword
32,21,nidoran-m,black-2
32,11,nidoran-m,leafgreen
32,1,nidoran-m,red
32,5,nidoran-m,silver
32,45,nidoran-m,green-japan
32,14,nidoran-m,platinum
32,24,nidoran-m,y
32,22,nidoran-m,white-2
32,13,nidoran-m,pearl
32,12,nidoran-m,diamond
32,31,nidoran-m,lets-go-pikachu
32,3,nidoran-m,yellow
32,15,nidoran-m,heartgold
32,23,nidoran-m,x
32,4,nidoran-m,gold
32,6,nidoran-m,crystal
32,10,nidoran-m,firered
32,16,nidoran-m,soulsilver
32,51,nidoran-m,the-crown-tundra-shield
33,44,nidorino,red-japan
33,32,nidorino,lets-go-eevee
33,2,nidorino,blue
33,36,nidorino,the-crown-tundra-sword
33,11,nidorino,leafgreen
33,1,nidorino,red
33,5,nidorino,silver
33,45,nidorino,green-japan
33,14,nidorino,platinum
33,24,nidorino,y
33,13,nidorino,pearl
33,12,nidorino,diamond
33,31,nidorino,lets-go-pikachu
33,3,nidorino,yellow
33,15,nidorino,heartgold
33,23,nidorino,x
33,4,nidorino,gold
33,6,nidorino,crystal
33,10,nidorino,firered
33,16,nidorino,soulsilver
33,51,nidorino,the-crown-tundra-shield
34,31,nidoking,lets-go-pikachu
34,32,nidoking,lets-go-eevee
34,36,nidoking,the-crown-tundra-sword
34,51,nidoking,the-crown-tundra-shield
35,27,clefairy,sun
35,44,clefairy,red-japan
35,32,clefairy,lets-go-eevee
35,2,clefairy,blue
35,21,clefairy,black-2
35,36,clefairy,the-crown-tundra-sword
35,11,clefairy,leafgreen
35,17,clefairy,black
35,1,clefairy,red
35,50,clefairy,the-isle-of-armor-shield
35,5,clefairy,silver
35,45,clefairy,green-japan
35,14,clefairy,platinum
35,24,clefairy,y
35,22,clefairy,white-2
35,18,clefairy,white
35,35,clefairy,the-isle-of-armor-sword
35,13,clefairy,pearl
35,30,clefairy,ultra-moon
35,12,clefairy,diamond
35,31,clefairy,lets-go-pikachu
35,3,clefairy,yellow
35,15,clefairy,heartgold
35,33,clefairy,sword
35,34,clefairy,shield
35,4,clefairy,gold
35,23,clefairy,x
35,28,clefairy,moon
35,6,clefairy,crystal
35,10,clefairy,firered
35,29,clefairy,ultra-sun
35,16,clefairy,soulsilver
35,51,clefairy,the-crown-tundra-shield
36,31,clefable,lets-go-pikachu
36,33,clefable,sword
36,34,clefable,shield
36,32,clefable,lets-go-eevee
36,50,clefable,the-isle-of-armor-shield
36,18,clefable,white
36,35,clefable,the-isle-of-armor-sword
36,36,clefable,the-crown-tundra-sword
36,46,clefable,blue-japan
36,51,clefable,the-crown-tundra-shield
36,21,clefable,black-2
36,22,clefable,white-2
36,17,clefable,black
37,32,vulpix,lets-go-eevee
37,2,vulpix,blue
37,21,vulpix,black-2
37,17,vulpix,black
37,11,vulpix,leafgreen
37,25,vulpix,omega-ruby
37,5,vulpix,silver
37,45,vulpix,green-japan
37,14,vulpix,platinum
37,7,vulpix,ruby
37,22,vulpix,white-2
37,18,vulpix,white
37,13,vulpix,pearl
37,12,vulpix,diamond
37,3,vulpix,yellow
37,33,vulpix,sword
37,34,vulpix,shield
37,9,vulpix,emerald
37,26,vulpix,alpha-sapphire
37,8,vulpix,sapphire
37,20,vulpix,xd
37,16,vulpix,soulsilver
38,33,ninetales,sword
38,23,ninetales,x
38,34,ninetales,shield
38,32,ninetales,lets-go-eevee
38,18,ninetales,white
38,35,ninetales,the-isle-of-armor-sword
38,36,ninetales,the-crown-tundra-sword
38,24,ninetales,y
38,21,ninetales,black-2
38,22,ninetales,white-2
38,17,ninetales,black
39,27,jigglypuff,sun
39,44,jigglypuff,red-japan
39,32,jigglypuff,lets-go-eevee
39,2,jigglypuff,blue
39,21,jigglypuff,black-2
39,36,jigglypuff,the-crown-tundra-sword
39,11,jigglypuff,leafgreen
39,17,jigglypuff,black
39,1,jigglypuff,red
39,50,jigglypuff,the-isle-of-armor-shield
39,5,jigglypuff,silver
39,45,jigglypuff,green-japan
39,14,jigglypuff,platinum
39,7,jigglypuff,ruby
39,24,jigglypuff,y
39,22,jigglypuff,white-2
39,18,jigglypuff,white
39,35,jigglypuff,the-isle-of-armor-sword
39,13,jigglypuff,pearl
39,30,jigglypuff,ultra-moon
39,12,jigglypuff,diamond
39,31,jigglypuff,lets-go-pikachu
39,3,jigglypuff,yellow
39,15,jigglypuff,heartgold
39,23,jigglypuff,x
39,4,jigglypuff,gold
39,9,jigglypuff,emerald
39,28,jigglypuff,moon
39,6,jigglypuff,crystal
39,10,jigglypuff,firered
39,8,jigglypuff,sapphire
39,29,jigglypuff,ultra-sun
39,16,jigglypuff,soulsilver
39,51,jigglypuff,the-crown-tundra-shield
40,1,wigglytuff,red
40,3,wigglytuff,yellow
40,44,wigglytuff,red-japan
40,50,wigglytuff,the-isle-of-armor-shield
40,2,wigglytuff,blue
40,18,wigglytuff,white
40,35,wigglytuff,the-isle-of-armor-sword
40,45,wigglytuff,green-japan
40,36,wigglytuff,the-crown-tundra-sword
40,51,wigglytuff,the-crown-tundra-shield
40,21,wigglytuff,black-2
40,22,wigglytuff,white-2
40,17,wigglytuff,black
41,27,zubat,sun
41,44,zubat,red-japan
41,32,zubat,lets-go-eevee
41,2,zubat,blue
41,21,zubat,black-2
41,36,zubat,the-crown-tundra-sword
41,11,zubat,leafgreen
41,1,zubat,red
41,25,zubat,omega-ruby
41,5,zubat,silver
41,45,zubat,green-japan
41,14,zubat,platinum
41,7,zubat,ruby
41,24,zubat,y
41,22,zubat,white-2
41,13,zubat,pearl
41,30,zubat,ultra-moon
41,12,zubat,diamond
41,20,zubat,xd
41,31,zubat,lets-go-pikachu
41,3,zubat,yellow
41,15,zubat,heartgold
41,23,zubat,x
41,4,zubat,gold
41,9,zubat,emerald
41,28,zubat,moon
41,6,zubat,crystal
41,26,zubat,alpha-sapphire
41,10,zubat,firered
41,8,zubat,sapphire
41,29,zubat,ultra-sun
41,16,zubat,soulsilver
41,51,zubat,the-crown-tundra-shield
42,27,golbat,sun
42,44,golbat,red-japan
42,32,golbat,lets-go-eevee
42,2,golbat,blue
42,21,golbat,black-2
42,36,golbat,the-crown-tundra-sword
42,11,golbat,leafgreen
42,17,golbat,black
42,1,golbat,red
42,25,golbat,omega-ruby
42,5,golbat,silver
42,45,golbat,green-japan
42,14,golbat,platinum
42,7,golbat,ruby
42,22,golbat,white-2
42,18,golbat,white
42,13,golbat,pearl
42,30,golbat,ultra-moon
42,12,golbat,diamond
42,31,golbat,lets-go-pikachu
42,3,golbat,yellow
42,15,golbat,heartgold
42,4,golbat,gold
42,9,golbat,emerald
42,28,golbat,moon
42,6,golbat,crystal
42,26,golbat,alpha-sapphire
42,10,golbat,firered
42,8,golbat,sapphire
42,29,golbat,ultra-sun
42,16,golbat,soulsilver
42,51,golbat,the-crown-tundra-shield
43,44,oddish,red-japan
43,1,oddish,red
43,25,oddish,omega-ruby
43,5,oddish,silver
43,14,oddish,platinum
43,7,oddish,ruby
43,24,oddish,y
43,13,oddish,pearl
43,12,oddish,diamond
43,31,oddish,lets-go-pikachu
43,3,oddish,yellow
43,15,oddish,heartgold
43,23,oddish,x
43,33,oddish,sword
43,4,oddish,gold
43,34,oddish,shield
43,9,oddish,emerald
43,6,oddish,crystal
43,26,oddish,alpha-sapphire
43,10,oddish,firered
43,8,oddish,sapphire
43,16,oddish,soulsilver
44,44,gloom,red-japan
44,36,gloom,the-crown-tundra-sword
44,1,gloom,red
44,5,gloom,silver
44,14,gloom,platinum
44,7,gloom,ruby
44,24,gloom,y
44,13,gloom,pearl
44,12,gloom,diamond
44,31,gloom,lets-go-pikachu
44,3,gloom,yellow
44,15,gloom,heartgold
44,33,gloom,sword
44,34,gloom,shield
44,4,gloom,gold
44,23,gloom,x
44,9,gloom,emerald
44,6,gloom,crystal
44,10,gloom,firered
44,8,gloom,sapphire
44,16,gloom,soulsilver
44,51,gloom,the-crown-tundra-shield
45,31,vileplume,lets-go-pikachu
45,33,vileplume,sword
45,34,vileplume,shield
45,36,vileplume,the-crown-tundra-sword
45,51,vileplume,the-crown-tundra-shield
46,27,paras,sun
46,44,paras,red-japan
46,32,paras,lets-go-eevee
46,2,paras,blue
46,11,paras,leafgreen
46,1,paras,red
46,5,paras,silver
46,45,paras,green-japan
46,14,paras,platinum
46,24,paras,y
46,13,paras,pearl
46,30,paras,ultra-moon
46,12,paras,diamond
46,20,paras,xd
46,31,paras,lets-go-pikachu
46,3,paras,yellow
46,15,paras,heartgold
46,23,paras,x
46,4,paras,gold
46,28,paras,moon
46,6,paras,crystal
46,10,paras,firered
46,29,paras,ultra-sun
46,16,paras,soulsilver
47,3,parasect,yellow
47,1,parasect,red
47,15,parasect,heartgold
47,44,parasect,red-japan
47,2,parasect,blue
47,45,parasect,green-japan
47,6,parasect,crystal
47,10,parasect,firered
47,30,parasect,ultra-moon
47,29,parasect,ultra-sun
47,16,parasect,soulsilver
47,11,parasect,leafgreen
48,44,venonat,red-japan
48,32,venonat,lets-go-eevee
48,2,venonat,blue
48,21,venonat,black-2
48,11,venonat,leafgreen
48,1,venonat,red
48,5,venonat,silver
48,45,venonat,green-japan
48,14,venonat,platinum
48,22,venonat,white-2
48,13,venonat,pearl
48,12,venonat,diamond
48,31,venonat,lets-go-pikachu
48,3,venonat,yellow
48,15,venonat,heartgold
48,4,venonat,gold
48,6,venonat,crystal
48,10,venonat,firered
48,16,venonat,soulsilver
49,44,venomoth,red-japan
49,32,venomoth,lets-go-eevee
49,2,venomoth,blue
49,17,venomoth,black
49,11,venomoth,leafgreen
49,1,venomoth,red
49,25,venomoth,omega-ruby
49,5,venomoth,silver
49,45,venomoth,green-japan
49,14,venomoth,platinum
49,24,venomoth,y
49,18,venomoth,white
49,13,venomoth,pearl
49,12,venomoth,diamond
49,31,venomoth,lets-go-pikachu
49,3,venomoth,yellow
49,15,venomoth,heartgold
49,23,venomoth,x
49,4,venomoth,gold
49,6,venomoth,crystal
49,26,venomoth,alpha-sapphire
49,10,venomoth,firered
49,20,venomoth,xd
49,16,venomoth,soulsilver
50,44,diglett,red-japan
50,32,diglett,lets-go-eevee
50,2,diglett,blue
50,11,diglett,leafgreen
50,1,diglett,red
50,5,diglett,silver
50,45,diglett,green-japan
50,14,diglett,platinum
50,13,diglett,pearl
50,12,diglett,diamond
50,31,diglett,lets-go-pikachu
50,3,diglett,yellow
50,15,diglett,heartgold
50,33,diglett,sword
50,34,diglett,shield
50,4,diglett,gold
50,6,diglett,crystal
50,10,diglett,firered
50,16,diglett,soulsilver
51,44,dugtrio,red-japan
51,32,dugtrio,lets-go-eevee
51,2,dugtrio,blue
51,36,dugtrio,the-crown-tundra-sword
51,11,dugtrio,leafgreen
51,1,dugtrio,red
51,5,dugtrio,silver
51,45,dugtrio,green-japan
51,14,dugtrio,platinum
51,24,dugtrio,y
51,13,dugtrio,pearl
51,30,dugtrio,ultra-moon
51,12,dugtrio,diamond
51,20,dugtrio,xd
51,31,dugtrio,lets-go-pikachu
51,3,dugtrio,yellow
51,15,dugtrio,heartgold
51,23,dugtrio,x
51,33,dugtrio,sword
51,4,dugtrio,gold
51,34,dugtrio,shield
51,6,dugtrio,crystal
51,10,dugtrio,firered
51,29,dugtrio,ultra-sun
51,16,dugtrio,soulsilver
51,51,dugtrio,the-crown-tundra-shield
52,33,meowth,sword
52,34,meowth,shield
52,32,meowth,lets-go-eevee
52,50,meowth,the-isle-of-armor-shield
52,2,meowth,blue
52,5,meowth,silver
52,9,meowth,emerald
52,35,meowth,the-isle-of-armor-sword
52,45,meowth,green-japan
52,14,meowth,platinum
52,6,meowth,crystal
52,13,meowth,pearl
52,10,meowth,firered
52,12,meowth,diamond
52,20,meowth,xd
52,16,meowth,soulsilver
52,11,meowth,leafgreen
53,31,persian,lets-go-pikachu
53,25,persian,omega-ruby
53,5,persian,silver
53,6,persian,crystal
53,26,persian,alpha-sapphire
53,10,persian,firered
53,51,persian,the-crown-tundra-shield
53,36,persian,the-crown-tundra-sword
53,16,persian,soulsilver
53,11,persian,leafgreen
54,27,psyduck,sun
54,44,psyduck,red-japan
54,32,psyduck,lets-go-eevee
54,2,psyduck,blue
54,21,psyduck,black-2
54,1,psyduck,red
54,25,psyduck,omega-ruby
54,50,psyduck,the-isle-of-armor-shield
54,5,psyduck,silver
54,45,psyduck,green-japan
54,14,psyduck,platinum
54,7,psyduck,ruby
54,24,psyduck,y
54,22,psyduck,white-2
54,35,psyduck,the-isle-of-armor-sword
54,13,psyduck,pearl
54,30,psyduck,ultra-moon
54,12,psyduck,diamond
54,31,psyduck,lets-go-pikachu
54,3,psyduck,yellow
54,15,psyduck,heartgold
54,23,psyduck,x
54,4,psyduck,gold
54,9,psyduck,emerald
54,28,psyduck,moon
54,6,psyduck,crystal
54,26,psyduck,alpha-sapphire
54,10,psyduck,firered
54,8,psyduck,sapphire
54,29,psyduck,ultra-sun
54,16,psyduck,soulsilver
55,27,golduck,sun
55,44,golduck,red-japan
55,32,golduck,lets-go-eevee
55,2,golduck,blue
55,21,golduck,black-2
55,36,golduck,the-crown-tundra-sword
55,17,golduck,black
55,1,golduck,red
55,50,golduck,the-isle-of-armor-shield
55,5,golduck,silver
55,45,golduck,green-japan
55,14,golduck,platinum
55,7,golduck,ruby
55,22,golduck,white-2
55,18,golduck,white
55,35,golduck,the-isle-of-armor-sword
55,13,golduck,pearl
55,30,golduck,ultra-moon
55,12,golduck,diamond
55,20,golduck,xd
55,31,golduck,lets-go-pikachu
55,3,golduck,yellow
55,15,golduck,heartgold
55,4,golduck,gold
55,9,golduck,emerald
55,28,golduck,moon
55,6,golduck,crystal
55,10,golduck,firered
55,8,golduck,sapphire
55,29,golduck,ultra-sun
55,16,golduck,soulsilver
55,51,golduck,the-crown-tundra-shield
56,31,mankey,lets-go-pikachu
56,3,mankey,yellow
56,15,mankey,heartgold
56,1,mankey,red
56,23,mankey,x
56,4,mankey,gold
56,27,mankey,sun
56,44,mankey,red-japan
56,28,mankey,moon
56,14,mankey,platinum
56,13,mankey,pearl
56,10,mankey,firered
56,30,mankey,ultra-moon
