pokemon_id,type_id,pokemon_name,type_name
181,13,ampharos,electric
182,12,bellossom,grass
183,11,marill,water
183,18,marill,fairy
184,11,azumarill,water
184,18,azumarill,fairy
185,6,sudowoodo,rock
186,11,politoed,water
187,12,hoppip,grass
187,3,hoppip,flying
188,12,skiploom,grass
188,3,skiploom,flying
189,12,jumpluff,grass
189,3,jumpluff,flying
190,1,aipom,normal
191,12,sunkern,grass
192,12,sunflora,grass
193,7,yanma,bug
193,3,yanma,flying
194,11,wooper,water
194,5,wooper,ground
195,11,quagsire,water
195,5,quagsire,ground
196,14,espeon,psychic
197,17,umbreon,dark
198,17,murkrow,dark
198,3,murkrow,flying
199,11,slowking,water
199,14,slowking,psychic
200,8,misdreavus,ghost
201,14,unown,psychic
202,14,wobbuffet,psychic
203,1,girafarig,normal
203,14,girafarig,psychic
204,7,pineco,bug
205,7,forretress,bug
205,9,forretress,steel
206,1,dunsparce,normal
207,5,gligar,ground
207,3,gligar,flying
208,9,steelix,steel
208,5,steelix,ground
209,18,snubbull,fairy
210,18,granbull,fairy
211,11,qwilfish,water
211,4,qwilfish,poison
212,7,scizor,bug
212,9,scizor,steel
213,7,shuckle,bug
213,6,shuckle,rock
214,7,heracross,bug
214,2,heracross,fighting
215,17,sneasel,dark
215,15,sneasel,ice
216,1,teddiursa,normal
217,1,ursaring,normal
218,10,slugma,fire
219,10,magcargo,fire
219,6,magcargo,rock
220,15,swinub,ice
220,5,swinub,ground
221,15,piloswine,ice
221,5,piloswine,ground
222,11,corsola,water
222,6,corsola,rock
223,11,remoraid,water
224,11,octillery,water
225,15,delibird,ice
225,3,delibird,flying
226,11,mantine,water
226,3,mantine,flying
227,9,skarmory,steel
227,3,skarmory,flying
228,17,houndour,dark
228,10,houndour,fire
229,17,houndoom,dark
229,10,houndoom,fire
230,11,kingdra,water
230,16,kingdra,dragon
231,5,phanpy,ground
232,5,donphan,ground
233,1,porygon2,normal
234,1,stantler,normal
235,1,smeargle,normal
236,2,tyrogue,fighting
237,2,hitmontop,fighting
238,15,smoochum,ice
238,14,smoochum,psychic
239,13,elekid,electric
240,10,magby,fire
241,1,miltank,normal
242,1,blissey,normal
243,13,raikou,electric
244,10,entei,fire
245,11,suicune,water
246,6,larvitar,rock
246,5,larvitar,ground
247,6,pupitar,rock
247,5,pupitar,ground
248,6,tyranitar,rock
248,17,tyranitar,dark
249,14,lugia,psychic
249,3,lugia,flying
250,10,ho-oh,fire
250,3,ho-oh,flying
251,14,celebi,psychic
251,12,celebi,grass
252,12,treecko,grass
253,12,grovyle,grass
254,12,sceptile,grass
255,10,torchic,fire
256,10,combusken,fire
256,2,combusken,fighting
257,10,blaziken,fire
257,2,blaziken,fighting
258,11,mudkip,water
259,11,marshtomp,water
259,5,marshtomp,ground
260,11,swampert,water
260,5,swampert,ground
261,17,poochyena,dark
262,17,mightyena,dark
263,1,zigzagoon,normal
264,1,linoone,normal
265,7,wurmple,bug
266,7,silcoon,bug
267,7,beautifly,bug
267,3,beautifly,flying
268,7,cascoon,bug
269,7,dustox,bug
269,4,dustox,poison
270,11,lotad,water
270,12,lotad,grass
271,11,lombre,water
271,12,lombre,grass
272,11,ludicolo,water
272,12,ludicolo,grass
273,12,seedot,grass
274,12,nuzleaf,grass
274,17,nuzleaf,dark
275,12,shiftry,grass
275,17,shiftry,dark
276,1,taillow,normal
276,3,taillow,flying
277,1,swellow,normal
277,3,swellow,flying
278,11,wingull,water
278,3,wingull,flying
279,11,pelipper,water
279,3,pelipper,flying
280,14,ralts,psychic
280,18,ralts,fairy
281,14,kirlia,psychic
281,18,kirlia,fairy
282,14,gardevoir,psychic
282,18,gardevoir,fairy
283,7,surskit,bug
283,11,surskit,water
284,7,masquerain,bug
284,3,masquerain,flying
285,12,shroomish,grass
286,12,breloom,grass
286,2,breloom,fighting
287,1,slakoth,normal
288,1,vigoroth,normal
289,1,slaking,normal
290,7,nincada,bug
290,5,nincada,ground
291,7,ninjask,bug
291,3,ninjask,flying
292,7,shedinja,bug
292,8,shedinja,ghost
293,1,whismur,normal
294,1,loudred,normal
295,1,exploud,normal
296,2,makuhita,fighting
297,2,hariyama,fighting
298,1,azurill,normal
298,18,azurill,fairy
299,6,nosepass,rock
300,1,skitty,normal
301,1,delcatty,normal
302,17,sableye,dark
302,8,sableye,ghost
303,9,mawile,steel
303,18,mawile,fairy
304,9,aron,steel
304,6,aron,rock
305,9,lairon,steel
305,6,lairon,rock
306,9,aggron,steel
306,6,aggron,rock
307,2,meditite,fighting
307,14,meditite,psychic
308,2,medicham,fighting
308,14,medicham,psychic
309,13,electrike,electric
310,13,manectric,electric
311,13,plusle,electric
312,13,minun,electric
313,7,volbeat,bug
314,7,illumise,bug
315,12,roselia,grass
315,4,roselia,poison
316,4,gulpin,poison
317,4,swalot,poison
318,11,carvanha,water
318,17,carvanha,dark
319,11,sharpedo,water
319,17,sharpedo,dark
320,11,wailmer,water
321,11,wailord,water
322,10,numel,fire
322,5,numel,ground
323,10,camerupt,fire
323,5,camerupt,ground
324,10,torkoal,fire
325,14,spoink,psychic
326,14,grumpig,psychic
327,1,spinda,normal
328,5,trapinch,ground
329,5,vibrava,ground
329,16,vibrava,dragon
330,5,flygon,ground
330,16,flygon,dragon
331,12,cacnea,grass
332,12,cacturne,grass
332,17,cacturne,dark
333,1,swablu,normal
333,3,swablu,flying
334,16,altaria,dragon
334,3,altaria,flying
335,1,zangoose,normal
336,4,seviper,poison
337,6,lunatone,rock
337,14,lunatone,psychic
338,6,solrock,rock
338,14,solrock,psychic
339,11,barboach,water
339,5,barboach,ground
340,11,whiscash,water
340,5,whiscash,ground
341,11,corphish,water
342,11,crawdaunt,water
342,17,crawdaunt,dark
343,5,baltoy,ground
343,14,baltoy,psychic
344,5,claydol,ground
344,14,claydol,psychic
345,6,lileep,rock
345,12,lileep,grass
346,6,cradily,rock
346,12,cradily,grass
347,6,anorith,rock
347,7,anorith,bug
348,6,armaldo,rock
348,7,armaldo,bug
349,11,feebas,water
350,11,milotic,water
351,1,castform,normal
352,1,kecleon,normal
353,8,shuppet,ghost
354,8,banette,ghost
355,8,duskull,ghost
356,8,dusclops,ghost
357,12,tropius,grass
357,3,tropius,flying
358,14,chimecho,psychic
359,17,absol,dark
360,14,wynaut,psychic
361,15,snorunt,ice
362,15,glalie,ice
363,15,spheal,ice
363,11,spheal,water
364,15,sealeo,ice
364,11,sealeo,water
365,15,walrein,ice
365,11,walrein,water
366,11,clamperl,water
367,11,huntail,water
368,11,gorebyss,water
369,11,relicanth,water
369,6,relicanth,rock
370,11,luvdisc,water
371,16,bagon,dragon
372,16,shelgon,dragon
373,16,salamence,dragon
373,3,salamence,flying
374,9,beldum,steel
374,14,beldum,psychic
375,9,metang,steel
375,14,metang,psychic
376,9,metagross,steel
376,14,metagross,psychic
377,6,regirock,rock
378,15,regice,ice
379,9,registeel,steel
380,16,latias,dragon
380,14,latias,psychic
381,16,latios,dragon
381,14,latios,psychic
382,11,kyogre,water
383,5,groudon,ground
384,16,rayquaza,dragon
384,3,rayquaza,flying
385,9,jirachi,steel
385,14,jirachi,psychic
386,14,deoxys-normal,psychic
387,12,turtwig,grass
388,12,grotle,grass
389,12,torterra,grass
389,5,torterra,ground
390,10,chimchar,fire
391,10,monferno,fire
391,2,monferno,fighting
392,10,infernape,fire
392,2,infernape,fighting
393,11,piplup,water
394,11,prinplup,water
395,11,empoleon,water
395,9,empoleon,steel
396,1,starly,normal
396,3,starly,flying
397,1,staravia,normal
397,3,staravia,flying
398,1,staraptor,normal
398,3,staraptor,flying
399,1,bidoof,normal
400,1,bibarel,normal
400,11,bibarel,water
401,7,kricketot,bug
402,7,kricketune,bug
403,13,shinx,electric
404,13,luxio,electric
405,13,luxray,electric
406,12,budew,grass
406,4,budew,poison
407,12,roserade,grass
407,4,roserade,poison
408,6,cranidos,rock
409,6,rampardos,rock
410,6,shieldon,rock
410,9,shieldon,steel
411,6,bastiodon,rock
411,9,bastiodon,steel
412,7,burmy,bug
413,7,wormadam-plant,bug
413,12,wormadam-plant,grass
414,7,mothim,bug
414,3,mothim,flying
415,7,combee,bug
415,3,combee,flying
416,7,vespiquen,bug
416,3,vespiquen,flying
417,13,pachirisu,electric
418,11,buizel,water
419,11,floatzel,water
420,12,cherubi,grass
421,12,cherrim,grass
422,11,shellos,water
423,11,gastrodon,water
423,5,gastrodon,ground
424,1,ambipom,normal
425,8,drifloon,ghost
425,3,drifloon,flying
426,8,drifblim,ghost
426,3,drifblim,flying
427,1,buneary,normal
428,1,lopunny,normal
429,8,mismagius,ghost
430,17,honchkrow,dark
430,3,honchkrow,flying
431,1,glameow,normal
432,1,purugly,normal
433,14,chingling,psychic
434,4,stunky,poison
434,17,stunky,dark
435,4,skuntank,poison
435,17,skuntank,dark
436,9,bronzor,steel
436,14,bronzor,psychic
437,9,bronzong,steel
437,14,bronzong,psychic
438,6,bonsly,rock
439,14,mime-jr,psychic
439,18,mime-jr,fairy
440,1,happiny,normal
441,1,chatot,normal
441,3,chatot,flying
442,8,spiritomb,ghost
442,17,spiritomb,dark
443,16,gible,dragon
443,5,gible,ground
444,16,gabite,dragon
444,5,gabite,ground
445,16,garchomp,dragon
445,5,garchomp,ground
446,1,munchlax,normal
447,2,riolu,fighting
448,2,lucario,fighting
448,9,lucario,steel
449,5,hippopotas,ground
450,5,hippowdon,ground
451,4,skorupi,poison
451,7,skorupi,bug
452,4,drapion,poison
452,17,drapion,dark
453,4,croagunk,poison
453,2,croagunk,fighting
454,4,toxicroak,poison
454,2,toxicroak,fighting
455,12,carnivine,grass
456,11,finneon,water
457,11,lumineon,water
458,11,mantyke,water
458,3,mantyke,flying
459,12,snover,grass
459,15,snover,ice
460,12,abomasnow,grass
460,15,abomasnow,ice
461,17,weavile,dark
461,15,weavile,ice
462,13,magnezone,electric
462,9,magnezone,steel
463,1,lickilicky,normal
464,5,rhyperior,ground
464,6,rhyperior,rock
465,12,tangrowth,grass
466,13,electivire,electric
467,10,magmortar,fire
468,18,togekiss,fairy
468,3,togekiss,flying
469,7,yanmega,bug
469,3,yanmega,flying
470,12,leafeon,grass
471,15,glaceon,ice
472,5,gliscor,ground
472,3,gliscor,flying
473,15,mamoswine,ice
473,5,mamoswine,ground
474,1,porygon-z,normal
475,14,gallade,psychic
475,2,gallade,fighting
476,6,probopass,rock
476,9,probopass,steel
477,8,dusknoir,ghost
478,15,froslass,ice
478,8,froslass,ghost
479,13,rotom,electric
479,8,rotom,ghost
480,14,uxie,psychic
481,14,mesprit,psychic
482,14,azelf,psychic
483,9,dialga,steel
483,16,dialga,dragon
484,11,palkia,water
484,16,palkia,dragon
485,10,heatran,fire
485,9,heatran,steel
486,1,regigigas,normal
487,8,giratina-altered,ghost
487,16,giratina-altered,dragon
488,14,cresselia,psychic
489,11,phione,water
490,11,manaphy,water
491,17,darkrai,dark
492,12,shaymin-land,grass
493,1,arceus,normal
494,14,victini,psychic
494,10,victini,fire
495,12,snivy,grass
496,12,servine,grass
497,12,serperior,grass
498,10,tepig,fire
499,10,pignite,fire
499,2,pignite,fighting
500,10,emboar,fire
500,2,emboar,fighting
501,11,oshawott,water
502,11,dewott,water
503,11,samurott,water
504,1,patrat,normal
505,1,watchog,normal
506,1,lillipup,normal
507,1,herdier,normal
508,1,stoutland,normal
509,17,purrloin,dark
510,17,liepard,dark
511,12,pansage,grass
512,12,simisage,grass
513,10,pansear,fire
514,10,simisear,fire
515,11,panpour,water
516,11,simipour,water
517,14,munna,psychic
518,14,musharna,psychic
519,1,pidove,normal
519,3,pidove,flying
520,1,tranquill,normal
520,3,tranquill,flying
521,1,unfezant,normal
521,3,unfezant,flying
522,13,blitzle,electric
523,13,zebstrika,electric
524,6,roggenrola,rock
525,6,boldore,rock
526,6,gigalith,rock
527,14,woobat,psychic
527,3,woobat,flying
528,14,swoobat,psychic
528,3,swoobat,flying
529,5,drilbur,ground
530,5,excadrill,ground
530,9,excadrill,steel
531,1,audino,normal
532,2,timburr,fighting
533,2,gurdurr,fighting
534,2,conkeldurr,fighting
535,11,tympole,water
536,11,palpitoad,water
536,5,palpitoad,ground
537,11,seismitoad,water
537,5,seismitoad,ground
538,2,throh,fighting
539,2,sawk,fighting
540,7,sewaddle,bug
540,12,sewaddle,grass
541,7,swadloon,bug
541,12,swadloon,grass
542,7,leavanny,bug
542,12,leavanny,grass
543,7,venipede,bug
543,4,venipede,poison
544,7,whirlipede,bug
544,4,whirlipede,poison
545,7,scolipede,bug
545,4,scolipede,poison
546,12,cottonee,grass
546,18,cottonee,fairy
547,12,whimsicott,grass
547,18,whimsicott,fairy
548,12,petilil,grass
549,12,lilligant,grass
550,11,basculin-red-striped,water
551,5,sandile,ground
551,17,sandile,dark
552,5,krokorok,ground
552,17,krokorok,dark
553,5,krookodile,ground
553,17,krookodile,dark
554,10,darumaka,fire
555,10,darmanitan-standard,fire
556,12,maractus,grass
557,7,dwebble,bug
557,6,dwebble,rock
558,7,crustle,bug
558,6,crustle,rock
559,17,scraggy,dark
559,2,scraggy,fighting
560,17,scrafty,dark
560,2,scrafty,fighting
561,14,sigilyph,psychic
561,3,sigilyph,flying
562,8,yamask,ghost
563,8,cofagrigus,ghost
564,11,tirtouga,water
564,6,tirtouga,rock
565,11,carracosta,water
565,6,carracosta,rock
566,6,archen,rock
566,3,archen,flying
567,6,archeops,rock
567,3,archeops,flying
568,4,trubbish,poison
569,4,garbodor,poison
570,17,zorua,dark
571,17,zoroark,dark
572,1,minccino,normal
573,1,cinccino,normal
574,14,gothita,psychic
575,14,gothorita,psychic
576,14,gothitelle,psychic
577,14,solosis,psychic
578,14,duosion,psychic
579,14,reuniclus,psychic
580,11,ducklett,water
580,3,ducklett,flying
581,11,swanna,water
581,3,swanna,flying
582,15,vanillite,ice
583,15,vanillish,ice
584,15,vanilluxe,ice
585,1,deerling,normal
585,12,deerling,grass
586,1,sawsbuck,normal
586,12,sawsbuck,grass
587,13,emolga,electric
587,3,emolga,flying
588,7,karrablast,bug
589,7,escavalier,bug
589,9,escavalier,steel
590,12,foongus,grass
590,4,foongus,poison
591,12,amoonguss,grass
591,4,amoonguss,poison
592,11,frillish-male,water
592,8,frillish-male,ghost
593,11,jellicent-male,water
593,8,jellicent-male,ghost
594,11,alomomola,water
595,7,joltik,bug
595,13,joltik,electric
596,7,galvantula,bug
596,13,galvantula,electric
597,12,ferroseed,grass
597,9,ferroseed,steel
598,12,ferrothorn,grass
598,9,ferrothorn,steel
599,9,klink,steel
600,9,klang,steel
601,9,klinklang,steel
602,13,tynamo,electric
603,13,eelektrik,electric
604,13,eelektross,electric
605,14,elgyem,psychic
606,14,beheeyem,psychic
607,8,litwick,ghost
607,10,litwick,fire
608,8,lampent,ghost
608,10,lampent,fire
609,8,chandelure,ghost
609,10,chandelure,fire
610,16,axew,dragon
611,16,fraxure,dragon
612,16,haxorus,dragon
613,15,cubchoo,ice
614,15,beartic,ice
615,15,cryogonal,ice
616,7,shelmet,bug
617,7,accelgor,bug
618,5,stunfisk,ground
618,13,stunfisk,electric
619,2,mienfoo,fighting
620,2,mienshao,fighting
621,16,druddigon,dragon
622,5,golett,ground
622,8,golett,ghost
623,5,golurk,ground
623,8,golurk,ghost
624,17,pawniard,dark
624,9,pawniard,steel
625,17,bisharp,dark
625,9,bisharp,steel
626,1,bouffalant,normal
627,1,rufflet,normal
627,3,rufflet,flying
628,1,braviary,normal
628,3,braviary,flying
629,17,vullaby,dark
629,3,vullaby,flying
630,17,mandibuzz,dark
630,3,mandibuzz,flying
631,10,heatmor,fire
632,7,durant,bug
632,9,durant,steel
633,17,deino,dark
633,16,deino,dragon
634,17,zweilous,dark
634,16,zweilous,dragon
635,17,hydreigon,dark
635,16,hydreigon,dragon
636,7,larvesta,bug
636,10,larvesta,fire
637,7,volcarona,bug
637,10,volcarona,fire
638,9,cobalion,steel
638,2,cobalion,fighting
639,6,terrakion,rock
639,2,terrakion,fighting
640,12,virizion,grass
640,2,virizion,fighting
641,3,tornadus-incarnate,flying
642,13,thundurus-incarnate,electric
642,3,thundurus-incarnate,flying
643,16,reshiram,dragon
643,10,reshiram,fire
644,16,zekrom,dragon
644,13,zekrom,electric
645,5,landorus-incarnate,ground
645,3,landorus-incarnate,flying
646,16,kyurem,dragon
646,15,kyurem,ice
647,11,keldeo-ordinary,water
647,2,keldeo-ordinary,fighting
648,1,meloetta-aria,normal
648,14,meloetta-aria,psychic
649,7,genesect,bug
649,9,genesect,steel
650,12,chespin,grass
651,12,quilladin,grass
652,12,chesnaught,grass
652,2,chesnaught,fighting
653,10,fennekin,fire
654,10,braixen,fire
655,10,delphox,fire
655,14,delphox,psychic
656,11,froakie,water
657,11,frogadier,water
658,11,greninja,water
658,17,greninja,dark
659,1,bunnelby,normal
660,1,diggersby,normal
660,5,diggersby,ground
661,1,fletchling,normal
661,3,fletchling,flying
662,10,fletchinder,fire
662,3,fletchinder,flying
663,10,talonflame,fire
663,3,talonflame,flying
664,7,scatterbug,bug
665,7,spewpa,bug
666,7,vivillon,bug
666,3,vivillon,flying
667,10,litleo,fire
667,1,litleo,normal
668,10,pyroar-male,fire
668,1,pyroar-male,normal
669,18,flabebe,fairy
670,18,floette,fairy
671,18,florges,fairy
672,12,skiddo,grass
673,12,gogoat,grass
674,2,pancham,fighting
675,2,pangoro,fighting
675,17,pangoro,dark
676,1,furfrou,normal
677,14,espurr,psychic
678,14,meowstic-male,psychic
679,9,honedge,steel
679,8,honedge,ghost
680,9,doublade,steel
680,8,doublade,ghost
681,9,aegislash-shield,steel
681,8,aegislash-shield,ghost
682,18,spritzee,fairy
683,18,aromatisse,fairy
684,18,swirlix,fairy
685,18,slurpuff,fairy
686,17,inkay,dark
686,14,inkay,psychic
687,17,malamar,dark
687,14,malamar,psychic
688,6,binacle,rock
688,11,binacle,water
689,6,barbaracle,rock
689,11,barbaracle,water
690,4,skrelp,poison
690,11,skrelp,water
691,4,dragalge,poison
691,16,dragalge,dragon
692,11,clauncher,water
693,11,clawitzer,water
694,13,helioptile,electric
694,1,helioptile,normal
695,13,heliolisk,electric
695,1,heliolisk,normal
696,6,tyrunt,rock
696,16,tyrunt,dragon
697,6,tyrantrum,rock
697,16,tyrantrum,dragon
698,6,amaura,rock
698,15,amaura,ice
699,6,aurorus,rock
699,15,aurorus,ice
700,18,sylveon,fairy
701,2,hawlucha,fighting
701,3,hawlucha,flying
702,13,dedenne,electric
702,18,dedenne,fairy
703,6,carbink,rock
703,18,carbink,fairy
704,16,goomy,dragon
705,16,sliggoo,dragon
706,16,goodra,dragon
707,9,klefki,steel
707,18,klefki,fairy
708,8,phantump,ghost
708,12,phantump,grass
709,8,trevenant,ghost
709,12,trevenant,grass
710,8,pumpkaboo-average,ghost
710,12,pumpkaboo-average,grass
711,8,gourgeist-average,ghost
711,12,gourgeist-average,grass
712,15,bergmite,ice
713,15,avalugg,ice
714,3,noibat,flying
714,16,noibat,dragon
715,3,noivern,flying
715,16,noivern,dragon
716,18,xerneas,fairy
717,17,yveltal,dark
717,3,yveltal,flying
718,16,zygarde-50,dragon
718,5,zygarde-50,ground
719,6,diancie,rock
719,18,diancie,fairy
720,14,hoopa,psychic
720,8,hoopa,ghost
721,10,volcanion,fire
721,11,volcanion,water
722,12,rowlet,grass
722,3,rowlet,flying
723,12,dartrix,grass
723,3,dartrix,flying
724,12,decidueye,grass
724,8,decidueye,ghost
725,10,litten,fire
726,10,torracat,fire
727,10,incineroar,fire
727,17,incineroar,dark
728,11,popplio,water
729,11,brionne,water
730,11,primarina,water
730,18,primarina,fairy
731,1,pikipek,normal
731,3,pikipek,flying
732,1,trumbeak,normal
732,3,trumbeak,flying
733,1,toucannon,normal
733,3,toucannon,flying
734,1,yungoos,normal
735,1,gumshoos,normal
736,7,grubbin,bug
737,7,charjabug,bug
737,13,charjabug,electric
738,7,vikavolt,bug
738,13,vikavolt,electric
739,2,crabrawler,fighting
740,2,crabominable,fighting
740,15,crabominable,ice
741,10,oricorio-baile,fire
741,3,oricorio-baile,flying
742,7,cutiefly,bug
742,18,cutiefly,fairy
743,7,ribombee,bug
743,18,ribombee,fairy
744,6,rockruff,rock
745,6,lycanroc-midday,rock
746,11,wishiwashi-solo,water
747,4,mareanie,poison
747,11,mareanie,water
748,4,toxapex,poison
748,11,toxapex,water
749,5,mudbray,ground
750,5,mudsdale,ground
751,11,dewpider,water
751,7,dewpider,bug
752,11,araquanid,water
752,7,araquanid,bug
753,12,fomantis,grass
754,12,lurantis,grass
755,12,morelull,grass
755,18,morelull,fairy
756,12,shiinotic,grass
756,18,shiinotic,fairy
757,4,salandit,poison
757,10,salandit,fire
758,4,salazzle,poison
758,10,salazzle,fire
759,1,stufful,normal
759,2,stufful,fighting
760,1,bewear,normal
760,2,bewear,fighting
761,12,bounsweet,grass
762,12,steenee,grass
763,12,tsareena,grass
764,18,comfey,fairy
765,1,oranguru,normal
765,14,oranguru,psychic
766,2,passimian,fighting
767,7,wimpod,bug
767,11,wimpod,water
768,7,golisopod,bug
768,11,golisopod,water
769,8,sandygast,ghost
769,5,sandygast,ground
770,8,palossand,ghost
770,5,palossand,ground
771,11,pyukumuku,water
772,1,type-null,normal
773,1,silvally,normal
774,6,minior-red-meteor,rock
774,3,minior-red-meteor,flying
775,1,komala,normal
776,10,turtonator,fire
776,16,turtonator,dragon
777,13,togedemaru,electric
777,9,togedemaru,steel
778,8,mimikyu-disguised,ghost
778,18,mimikyu-disguised,fairy
779,11,bruxish,water
779,14,bruxish,psychic
780,1,drampa,normal
780,16,drampa,dragon
781,8,dhelmise,ghost
781,12,dhelmise,grass
782,16,jangmo-o,dragon
